978-2-8097-0137-1;Les nouvelles aventures de l'école des chats;tomes 1, 2, 3;Kim;Jin-Kyeong;;;P. Picquier;DL 2009;1 vol. (425 p.);17 cm;Jeunesse;46,6975424235668;https://static.fnac-static.com/multimedia/Images/FR/NR/13/34/29/2700307/1507-1/tsp20200618070235/NOUVELLES-AVENTURES-DE-L-ECOLE-DES-CHATS-integrale.jpg; Nos amis de l'Ecole des Chats sont repartis pour de nouvelles aventures ! Ils sont cinq amis, cinq élèves de l'Ecole des Chats, qui apprennent la magie pour combattre les forces des ténèbres. Quatre chats et une chatte, aussi unis que les griffes d'une seule patte ! Mais voilà qu'ils doivent accomplir une mission très spéciale : réunir les deux moitiés de l'épée du Soleil, afin de faire renaître l'Age d'or, l'époque où les animaux et les humains vivaient en harmonie. Seuls cinq chats au coeur pur peuvent réussir cette mission. Mais pour cela, Brin-d'Osier et ses amis vont devoir acquérir une magie très puissante, et traverser bien des épreuves... 
978-2-8098-0563-5;L'eau des anges;roman;Egémar;Béatrice;;;Galapagos;impr. 2011;1 vol. (186 p.);21 cm;Jeunesse;61,2475787534116;https://images-na.ssl-images-amazon.com/images/I/71N5+wAQY9L.jpg;  Fille d'apothicaire, Douceline, née en 1353 à Grasse, se découvre très jeune fort sensible aux odeurs. Passionnée de parfums, elle apprend à connaître les plantes grâce à l'enseignement d'un frère dominicain.À dix ans, elle est confrontée à la mort brutale de sa mère. Son grand frère Colin refusant de succéder à son père, c'est Douceline qui reprendra la boutique. Elle y invente un parfum à base d'alcool, L'eau des anges, en hommage à Angelo, le Génois dont elle est amoureuse. Mais son père souhaite la marier à un fils de marchand...Pour échapper à cette union, Douceline quitte Grasse. En compagnie de Colin, elle se rend à la foire de Beaucaire, mais la Provence, en ce mois de juin, est ravagée par du Guesclin et ses bandes de routiers. Douceline et Colin seront mêlés à toute une série d'aventures, qui permettront à Douceline de reprendre sa route vers Angelo. 
978-2-8098-0564-2;Avant les ténèbres;;Cluzeau;Nicolas;;;Galapagos;impr. 2011;1 vol. (293 p.);21 cm;Jeunesse;25,2972812324238;https://www.cdiscount.com/pdt2/6/4/2/1/550x550/9782809805642/rw/chroniques-de-la-mort-blanche-t-1-avant-les-t.jpg;Les magiciens, garants de la paix dans l’Archipel, désertent les Marches de l’Orlandie pour se réfugier dans leurs domaines des Franges féeriques. Pourtant ils n’y trouvent pas la paix. La mort blanche, fléau inexpliqué et implacable, qui ne décime que les êtres doués de magie, les infecte les uns après les autres. Derniers porteurs d’espoir, deux jeunes magiciens, un troll puissant et un limier humain se mettent en route vers la Tour d’Émeraude où ils pensent pouvoir trouver les clefs de ce mystère. Délaissé par les magiciens gardiens de l’ordre, le reste de l’Orlandie est à la merci du féroce seigneur Endrew qui se proclame Haut-Roi et menace de destruction tous les territoires qui refusent son autorité. De dangereux alliés l’assistent dans ses noirs desseins et l’Archipel sombre dans une guerre sanglante... Ce premier tome des Chroniques de la Mort Blanche vous propose d'entrer dans un univers fantasy d'une richesse exceptionnelle et d'une sombre violence dont vous ne sortirez pas indemne.
978-2-8180-3693-8;Petite vie;roman;Varetz;Patrick;;;POL;DL 2015;1 vol. (179 p.);21 cm;Adulte;36,9283559589653;https://ec56229aec51f1baff1d-185c3068e22352c56024573e929788ff.ssl.cf1.rackcdn.com/attachments/large/7/5/4/003436754.jpg;" ""J'ai faim de son injustice, de ses mains et de ses joues, du jugement de ses yeux, je languis d'ennui et d'incertitude dans l'attente de ses coups. J'ose à peine, même en secret, prononcer le vocable - ridicule - par lequel il convient de le nommer. - Papa !"" "
978-2-8180-3737-9;Comme Ulysse;;Charles;Lise;;;POL;DL 2015;1 vol. (398 p.);21 cm;Adulte;29,3963501143518;https://products-images.di-static.com/image/lise-charles-comme-ulysse/9782818037379-475x500-1.webp;" ""C'est une histoire vraie, du moins je le crois. J'ai connu Lou, pas très bien, mais assez pour qu'elle me confie son manuscrit. J'ai corrigé les fautes d'orthographe, c'est à peu près tout. Quand je lui ai demandé : ""Qu'est-ce qu'on met comme titre ?"", elle m'a répondu : ""Lou."" Je lui ai dit que c'était un peu court et j'ai suggéré Modèles américains, parce que ça se passe en Amérique et qu'il y a des peintres et des gens qui posent. Mais elle a eu l'air agacée : ""On va croire que c'est un manuel d'économie, alors que c'est juste l'histoire d'un beau voyage qui a duré trop longtemps."""" "
978-2-8236-0199-2;Ce coeur changeant;;Desarthe;Agnès;;;Editions de l'Olivier;DL 2015;1 vol. (336 p.);21 cm;Adulte;59,6466966715162;https://static.fnac-static.com/multimedia/Images/FR/NR/75/94/6c/7115893/1540-1/tsp20220305085521/Ce-coeur-changeant.jpg;""" Face à la vie, elle avait la même impression que lorsqu'elle regardait le paysage défiler par la fenêtre du train : si elle était dans le sens de la marche, le panorama semblait se jeter sur elle, et ses yeux affolés ne savaient à quel détail s'attacher ni quelle ligne suivre. Elle se sentait écrasée par l'image qui ne tenait pas en place, ne cessait de se transformer. Assise en sens inverse, elle retrouvait son calme et contemplait l'horizon jusqu'à sombrer dans le sommeil. Alors... alors, songeait-elle, peut-être pourrait-on dire que c'est la même chose lorsqu'on regarde soit en direction de l'avenir, soit vers le passé. Peut-être est-ce pour cela que j'ai tant besoin de mes souvenirs. "" Née à l'aube du XXe siècle, Rose débarque à Paris à 20 ans et se trouve projetée dans un univers totalement inconnu. L'affaire Dreyfus, puis la guerre de 14 éclatent. Les années folles se succèdent. Les bas-fonds, la vie de bohême, la solitude... Rose risque à tout moment de tomber. Usant de toutes les ressources du romanesque, Agnès Desarthe mêle le murmure de l'intime et le souffle de l'Histoire dans ce grand livre baroque qui signe son retour à la fiction."
978-2-84219-534-2;Un chato en Espagne;;Bard;Patrick;;;Editions Baleine;impr. 2015;1 vol. (159 p.);18 cm;Adulte;58,9435264929422;https://www.babelio.com/couv/bm_CVT_Un-chato-en-Espagne_5321.jpg; Ambiance morose à la Sainte-Scolasse, un vieil amant de Maria, Jaume Llobregat, vient de se donner la mort dans son ancienne chambre d'enfant, à Barcelone. Si le suicide ne fait pas de doute, les raisons en sont en revanche obscures, et l'Espagnole supplie le Poulpe d'aller faire la lumière sur la mort de son ami. Ah, l'Espagne ! Mère patrie de Durutti, terre d'anarchisme ! Sauf que les pistes qu'il va suivre pour son enquête prennent rapidement une teinte plus brune que noire... Gabriel a déjà entendu parler des bébés volés pendant la dictature, mais c'est de l'histoire ancienne tout ça, non ? Or ce qu'il découvre dans cette Espagne en crise dépasse l'entendement, car les mafias d'adoption semblent toujours sévir : dans sa ligne de mire, une mystérieuse et très catholique organisation nostalgique du Caudillo. Mais ces gens-là n'aiment pas qu'on vienne remuer le passé, et encore moins le présent, et le Poulpe a intérêt à veiller au grain pour que sa chasse aux derniers fantômes de Franco ne lui soit pas fatale... Le poulpe est un personnage libre, curieux, contemporain. C'est quelqu'un qui va fouiller, son compte, dans les désordres et les failles apparents du quotidien. Quelqu'un qui démarre toujours de ces petits faits divers qui expriment, à tout instant, la maladie de notre monde. Ce n'est ni un vengeur, ni le représentant d'une loi ou d'une morale, c'est un enquêteur un peu plus libertaire que d'habitude, c'est surtout un témoin. 
978-2-84219-535-9;Il était tout froid dans l'Est;;Bourcy;Thierry;;;Editions Baleine;impr. 2015;1 vol. (167 p.);18 cm;Adulte;40,8237915685027;https://images-na.ssl-images-amazon.com/images/I/515CZNc-AyL._SX195_.jpg; En déplacement en Alsace pour aller chercher un capot de roue mis en vente sur Internet, Gabriel, alias le Poulpe, apprend que Julien Gonvis, jeune passionné de la Grande Guerre, a été retrouvé étranglé dans une tranchée. Le Poulpe reprend alors du service et découvre que le jeune homme préparait une thèse sur l'enfouissement de déchets nucléaires à Burensheim. Une piste sérieuse se dégage. 
978-2-84626-994-0;Des poupées et des anges;;Hamdi;Nora;;;Au diable Vauvert;impr. 2015;1 vol. (196 p.);20 cm;Adulte;48,4171865148239;https://products-images.di-static.com/image/nora-hamdi-des-poupees-et-des-anges/9782846269940-475x500-1.webp;" "" Même si c'est un raccourci c'est toujours le même bordel. Dans la rue, derrière le Champion, je change de trottoir pour ne pas croiser la petite foule de Roumains qu'on voit dans le métro. De plus près, ce sont des arrivants de l'Est. Ils doivent venir de l'après-guerre. Leur peau et leurs cheveux sont clairs et pâles. Je les observe se bousculer devant une benne pleine de bouffe. Les uns sur les autres, ils s'arrachent des produits périmés. D'autres, derrière, prennent des fruits, des légumes noircis. Par terre, un petit garçon se faufile à quatre pattes, il récupère la nourriture tombée au sol, ramasse ce qu'il peut, pousse un peu avec ses mains. Je détourne la tète, j'ai honte d'être humaine Je change de rue. "" "
978-2-84682-267-1;Le choeur des femmes;roman;Winckler;Martin;;;POL;impr. 2009;1 vol. (602 p.);23 cm;Adulte;63,4594818848383;https://fr.shopping.rakuten.com/photo/le-choeur-des-femmes-le-ch-ur-des-femmes-format-broche-1925112887_L.jpg; Jean, major de promo et interne à l'hôpital, doit faire un stage en soins gynécologiques aux côtés du docteur Karma. Mais elle veut faire de la chirurgie, et non écouter des femmes parler d'elles-mêmes et de leur corps ! Elle se désespère de passer son temps auprès de ce médecin qui privilégie l'écoute à la technique. Contraception, maternité, violences conjugales, avortements... de consultations en témoignages, Jean pourrait bien pourtant changer sa vision de la médecine. Une adaptation sensible et puissante du roman culte de Martin Winckler. 
978-2-84720-608-1;portefeuille rouge (Le);roman;Delaflotte Mehdevi;Anne;;;Gaïa éditions;DL 2015;1 vol. (281 p.);22 cm;Adulte;30,0932252050892;https://www.sedagyl.com/media/catalog/product/cache/e4d64343b1bc593f1c5348fe05efa4a6/l/e/le-portefeuille-rouge-mp23229-293851126083.jpg;Les doigts habiles d'une relieuse viennent de se poser sur un vrai trésor, un exemplaire du premier folio de Shakespeare, découvert par une consœur acariâtre. Voilà un travail de restauration inédit pour Mathilde, la relieuse du gué (Babel n° 1185), qui va vivre un duel ardent et tragique...
978-2-84801-431-9;voyage (Le);;Fontanel;Béatrice;Zuber;Eléonore;Tourbillon;2009;;21 x 29 cm;Jeunesse;21,389906014696;https://static.fnac-static.com/multimedia/FR/Images_Produits/FR/fnac.com/Visual_Principal_340/9/1/3/9782848014319/tsp20120921091001/Le-voyage.jpg; C'est l'histoire d'une taupe qui s'ennuie terriblement. Elle arpente ses couloirs souterrains en grommelant. Elle trouve le temps long. Plus de goût à rien. Surtout pas à creuser de nouvelles galeries, à charrier des tombereaux de terre, à les éjecter par les taupinières. Alors que faire ? Un voyage, se dit-elle, comme elle n'en a jamais fait. 
978-2-84876-098-8;Maman, pourquoi tu manges pas ?;mon combat contre l'anorexie;Dupont;Marie;;;P. Rey;impr. 2007;1 vol. (236 p.);22 cm;Adulte;42,2560097361966;http://www.philippe-rey.fr/images/livre_moyen_13.jpg;À vingt ans, Marie pesait 52 kilos pour 1m 60. Quinze ans et quatre enfants plus tard, elle n'en pèse plus que 39. Verdict : elle est anorexique. Mais durant toutes ces années, ni elle, ni sa famille et encore moins les médecins n'ont cru à la réalité de sa maladie, et pour cause. Grossesses, allaitements, déménagements, expatriation : Marie a tout mené de front. Jusqu'au jour où il a bien fallu se rendre à l'évidence alors qu'elle est hospitalisée dans une clinique spécialisée. Coupée du monde et des siens pendant cinq semaines, sans autre choix que de réapprendre à manger, à dormir, à parler, Marie tente de retracer l'origine de sa maladie en remontant le cours de son histoire familiale. Elle scrute les moments où son anorexie s'est insidieusement déclarée à l'âge adulte, essaie de comprendre pourquoi, alors qu'elle est mère de quatre enfants (dont un bébé), elle n'arrive pas à accomplir ce geste qui semble pourtant simple aux autres : manger. Dans ce témoignage émouvant, Marie dit ses doutes et ses angoisses, l'absurdité d'une maladie aux questions sans réponses : pourquoi et comment en arrive-t-on à se détruire au point d'en oublier de vivre ? 
978-2-84876-468-9;Camille, mon envolée;roman;Daull;Sophie;;;Philippe Rey;DL 2015;1 vol. (185 p.);22 cm;Adulte;75,4981899683941;https://images2.medimops.eu/product/789c3e/M02253068748-large.jpg; Camille, 16 ans, a été emportée en quatre jours par une fièvre foudroyante. Dans les semaines qui ont suivi la mort de sa fille, Sophie Daull a commencé à écrire. Écrire pour ne pas oublier Camille, son regard « franc, droit, lumineux », les moments de complicité , l'après, le vide, l'organisation des adieux, les ados qu'il faut consoler, les autres dont les gestes apaisent. Écrire pour rester debout, vivre quelques heures chaque jour en compagnie de l'enfant disparue, endiguer le raz de marée des pensées menaçantes. Loin de l'épanchement d'une mère endeuillée, Camille, mon envolée est le récit d'une résistance à l'insupportable, où l'agencement des mots tient lieu de programme de survie.
978-2-85181-747-1;Guitou;;Melquiot;Fabrice;;;l'Arche;impr. 2011;1 vol. (89 p.);21 cm;Jeunesse;65,4504670077337;https://static.fnac-static.com/multimedia/Images/FR/NR/18/19/33/3348760/1507-1/tsp20201002070706/Guitou.jpg; Armance a sept ans, l'âge où l'on se pose naturellement des questions. À défaut d'avoir trouvé un véritable ami, elle se tourne vers les cartes postales qui traînent dans les tiroirs de son père. Jusqu'au jour où elle tombe sur une photo représentant deux enfants assis au pied d'un sapin : son père Fabrice et à ses côtés, son meilleur ami Guitou. 
978-2-88250-384-8;Quand le diable sortit de la salle de bain;roman improvisé, interruptif et pas sérieux;Divry;Sophie;;;Noir sur blanc;DL 2015;1 vol. (306 p.);20 cm;Adulte;6,08938336930196;https://www.jailu.com/media/cache/couverture_medium/flammarion_img/Couvertures/9782290129463.jpg; Dans un petit studio mal chauffé de Lyon, Sophie, une jeune chômeuse, est empêtrée dans l'écriture de son roman. Elle survit entre petites combines et grosses faims. Certaines personnes vont charitablement l'aider, tandis que son ami Hector, obsédé sexuel, et Lorchus, son démon personnel, vont lui rendre la vie plus compliquée encore. Difficile de ne pas céder à la folie quand s'enchaînent les péripéties les plus folles. Après la mélancolie de La condition pavillonaire, Sophie Divry revient avec un roman improvisé, interruptif, rigolo, digressif, foutraque, intelligent, émouvant, qui, sur fond de gravité, en dit long sur notre époque. Sophie Divry est née en 1979 à Montpellier. Elle vit actuellement à Lyon. Après La Cote 400, traduit en cinq langues, et le succès de La condition pavillonnaire, Quand le Diable sortit de la salle de bain est son quatrième roman. 
978-2-909771-59-5;changelin (Le);l'enfant des trolls;Lindhom;Per August;Nyblom;Helena;Corentin;2013;1 vol. (39 p.);21 x 20 cm;Jeunesse;54,7020222732436;https://images-na.ssl-images-amazon.com/images/I/61yqhFkDY4L._SX486_BO1,204,203,200_.jpg; Découvrons les créatures surnaturelles des contes scandinaves et apprenons comment Svartöga, une authentique trollesse nouvau-née remplace la petite princesse Bianca Maria dans son berceau. Suivons aussi les pas de Kauras pour assister à son triomphe sur le géant Stalo ! Ces récits d’H. Nyblom et de Per A. Lindholm, dans leur traduction inédite, furent superbement illustrés par John Bauer de 1907 à 1915. 
978-2-914528-90-0;Etre vétérinaire;;Fritsch;Philippe;;;Lieux dits éd.;DL 2011;1 vol. (93 p.);21 cm;Jeunesse;12,3736623693533;https://static.fnac-static.com/multimedia/FR/images_produits/FR/Fnac.com/ZoomPE/0/0/9/9782914528900/tsp20130831175637/Etre-veterinaire.jpg;" ""Six mois de l'année, quand c'est la saison de vêlages, on ne dort que trois-quatre heures par nuit."" Devenir ""docteur des animaux""! Si ce rêve de gosse suscite encore des vocations, il se heurte à la réalité professionnelle : ce métier suppose un parcours scolaire d'excellence, la réussite d'un concours difficile et plusieurs années d'études supérieures dans une école vétérinaire. S'ouvrent alors des voies diverses. La plus connue est celle de la pratique libérale auprès d'une clientèle rurale pour des animaux d'élevage ― ou, de plus en plus, urbaine et destinée aux petits animaux. Mais la profession vétérinaire s'est aussi engagée sur d'autres voies dans le secteur public ou dans le secteur privé, comme les industries agroalimentaire et pharmaceutique. Dans cet ouvrage, des vétérinaires ― qu'ils soient praticiens libéraux, salariés d'entreprise ou agents de la fonction publique ― parlent de leur activité quotidienne et des problèmes et choix auxquels ils sont confrontés : l'éthique, la rentabilité, le rythme de travail. Ils évoquent les répercussions de ce métier sur leur vie personnelle et les évolutions de leur profession. "
978-2-915732-39-9;Les recettes du Petit Nicolas;;Beaupré;Christine de;Valentin;Béatrice;IMAV éd.;impr. 2011;1 vol. (125 p.);21 cm;Jeunesse;32,6953758043208;https://media.cultura.com/media/catalog/product/cache/1/image/1000x1000/9df78eab33525d08d6e5fb8d27136e95/l/e/s/les-recettes-du-petit-nicolas-9782915732399_0.jpg?t=1630635777; Originales, faciles et rigolotes, voici 50 recettes de cuisine salées ou sucrées. De quoi surprendre tous les copains : les allumettes à grignoter, le gratin de coquillettes, la fondue au chocolat, la glace aux speculoos, et même la recette d'un beau gâteau d'anniversaire... 
978-2-915970-22-7;Enfin seule;;Causse;Manu;Armagnac;Juliette;Où sont les enfants ?;2009;24 p.;23 x 23 cm;Jeunesse;31,4044753479665;https://products-images.di-static.com/image/manu-causse-enfin-seule/9782915970227-475x500-1.webp; Fridou le petit chien se retrouve seul tous les matins, quand sa maîtresse part au travail. « Sois bien sage et n'aie pas peur, je reviens vite », promet-elle au petit chien à la mine éplorée. Mais à peine la porte est-elle refermée que Fridou bondit : « Youpi !!! Enfin seul ! » C'est le début d'une jolie série de bêtises cocasses et jouissives, où le plaisir de la transgression est pour beaucoup...  Comme : dévorer tout ce qui est interdit dans le frigidaire, se déguiser avec les habits de sa maîtresse, inviter ses copains à faire la nouba et même, commander une pizza à la saucisse ! Qui arrivera après le retour de la maîtresse. Oups ! 
978-2-916170-71-8;petits points (Les);;Claudet;Philippe;;;les Doigts qui rêvent;2010;1 vol. (16 p.);22 x 21 cm;Jeunesse;23,5568115796128;https://images-na.ssl-images-amazon.com/images/I/51wiO+lo-AL._SY492_BO1,204,203,200_.jpg; Livre-jeu interactif pour découvrir le Braille avant de l’apprendre, en s’amusant avec ces drôles de petits points identifiés chacun par une texture. Nouvelle version 
978-2-916878-37-9;Le régime mastication;le programme minceur qui vous libère des calories et vous rassasie plus vite;Cocaul;Arnaud;;;T. Souccar;DL 2009;1 vol. (223 p.);21 cm;Adulte;13,8331822476498;https://servimg.eyrolles.com/static/media/8379/9782916878379_internet_h1400.jpg; Issu de la recherche sur l'évolution, le Régime mastication ne ressemble à rien de ce que vous connaissez. Très facile à suivre, il va révolutionner la manière de se nourrir. Le Régime mastication est basé sur les découvertes des chercheurs qui étudient la dépense énergétique de la digestion et les signaux de satiété. Il vous guide non seulement vers votre poids de forme, mais rééduque en profondeur votre rapport aux aliments. Avec le Régime mastication vous maigrissez naturellement, en tirant profit d une découverte étonnante sur les calories. Vous ne mangez pas moins, vous choisissez simplement des aliments qui vous font brûler plus de calories, des aliments denses et fermes, et vous réapprenez à les mâcher. C'est aussi simple que ça!
978-2-919372-02-7;Catherine Kousmine;une détective dans nos assiettes;Aymeries;Jacqueline;;;Ed. A dos d'âne;impr. 2011;1 vol. (45 p.);15 cm;Jeunesse;50,7757202882515;https://editions-jouvence.com/wp-content/uploads/2021/01/K1707-324x534.jpg;Et si la cause essentielle de nos maladies résidait dans nos erreurs alimentaires? Et si l'état de santé de chacun passait par la prise en charge de son propre cas? Et si le rétablissement de la santé se faisait par le rééquilibrage des fonctions d'assimilation, d'élimination et de défense? C'est sur ces si que le docteur Catherine Kousmine a élaboré sa méthode de prévention et de guérison des maladies dégénératives ainsi que le maintien du bien-être vital. Pour la première fois, ce sont des médecins qu'elle a formés qui s'expriment ici. br/ br/ Grand classique de l'alimentation santé, voici ce best-seller enfin disponible au format poche ! 
978-2-919372-04-1;Georges Méliès, le magicien du cinéma;;Bianu;Zéno;;;Ed. A dos d'âne;impr. 2011;1 vol. (45 p.);15 cm;Jeunesse;11,0694817704286;https://www.boutiquesdemusees.fr/uploads/photos/23437/55351_xl.jpg;Le cinéma le plus inventif d'aujourd hui ne serait pas ce qu'il est sans l héritage de Georges Méliès. Ce prestidigitateur de génie fit entrer l invention des frères Lumière dans le 7e art. 
978-2-930607-14-6;Tête-Dure;roman;Pittau;Francesco;;;Editions les Carnets du dessert de lune;DL 2015;1 vol. (94 p.);20 cm;Adulte;42,5319218548851;https://static.fnac-static.com/multimedia/Images/FR/NR/8e/5f/65/6643598/1507-1/tsp20150315100454/Tete-Dure.jpg; Tête-Dure soulève d'une main le bord frangé de la pesante nappe en tissu qui dissimule depuis une heure ses jeux sous la table. Il aime bien se planquer sous ce plafond de bois, se ramasser sur lui-même, les genoux talés par le balatum , il a l'impression d'être dans une caverne. Il y fait sombre et paisible. Et puis, surtout, sous la table, tout devient possible, tout est vraisemblable puisqu'il le décide , sous la table, il maîtrise le monde : l'herbe peut pousser, le bison paître, le cheval galoper sans se fatiguer, les morts se relever même après un coup de tomahawk. Le sang est vert ou bleu, rarement rouge. 
978-2-9524074-6-5;chroniques d'Ouranos (Les);roman;Bréger;Véronique;;;Adventice;2009;243 p.;20 cm;Adulte;58,3039943840951;http://www.ktmeditions.com/153/les-chroniques-d-ouranos.jpg; Imaginez Ouranos, une mégapole futuriste, suffoquant sous la pollution, et une femme politique machiavélique, prête à tout pour asseoir son pouvoir. Ajoutez une cargaison de plantes dépolluantes dont les vertus vont être dévoyées et prenez au piège de la machination, Soann, une jeune femme intrépide et perspicace. Faites-lui croiser le chemin de l’énigmatique et séduisante Aléna et laissez-les remonter ensemble le fil d’Ariane qui va leur permettre d’épargner à la cité la tyrannie et l’asphyxie. Ouranos serait alors sauvée.
978-90-317-3213-5;Cuisine avec Nelly & César;16 recettes pour les enfants;Godon;Ingrid;Soors;Nele;Averbode;2011;1 vol. (36 p.);28 x 24 cm;Jeunesse;48,1453847833517;https://static.fnac-static.com/multimedia/Images/FR/NR/3d/f4/33/3404861/1507-1/tsp20130514173145/Cuisine-avec-Nelly-et-Cesar.jpg; Des recettes simples avec beaucoup de variation Des recettes saisonnières Un livre de cuisine facile à manier Du papier anti-taches Des activités Pour stimuler la créativité Des pictos pour la durée de préparation Le nombre de bonnets de cuisine indique le degré de difficulté Avec des astuces Des desserts, potages, entrées, amuse-bouches ... Le livre de cuisine de Nelly et César est plein de recettes d'enfant originales. Les enfants à partir de 3 ans peuvent développer avec leur maman ou papa leurs talents culinaires et préparer des repas délicieux. Que pensez-vous d'un potage d'araignées? Les recettes donneront aux enfants l'eau à la bouche. Chaque recette est expliquée sur une double-page avec de belles photos des ingrédients et du résultat final. Nelly et César seront les sous-chefs des enfants et leur expliqueront pas à pas la manière de cuisiner. 
